,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,date_millesime
44924,France,"There is some good depth of flavor to this wine, the strawberry flavors going right through until they meet the tannic core. The acidity balances well, pushing the fruit through the dryness, leaving freshness and juicy fruits.",Clos du Roi Premier Cru,88,52.0,Burgundy,Beaune,,Roger Voss,@vossroger,Bouchard Aîné & Fils 2011 Clos du Roi Premier Cru  (Beaune),Pinot Noir,Bouchard Aîné & Fils,2011
44942,France,"From one of the good value communes at the northern end of the Côte de Beaune, this Chorey is soft, juicy with strawberry flavors and framed by tannins. The acidity is there, but the effect is of a ripe, easy wine, ready to drink now.",,88,41.0,Burgundy,Chorey-lès-Beaune,,Roger Voss,@vossroger,Joseph Drouhin 2011  Chorey-lès-Beaune,Pinot Noir,Joseph Drouhin,2011
44943,France,"Densely tannic and firm, this wine has fresh acidity and red-plum-skin flavors. It is a solid, chunky wine, likely to age well, with a vibrant, juicy freshness in the aftertaste.",,88,42.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Louis Latour 2011  Chassagne-Montrachet,Pinot Noir,Louis Latour,2011
44989,France,"This young wine is all magnificent structure. It is intense, with fruit and acidity given richness by the powerful texture and tense tannins. The dense symphony of ripe fruits is kept in check by the structure. This wine needs many years; drink from 2023.",Les Clos Grand Cru,97,59.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Jean-Paul et Benoît Droin 2019 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2019
44990,France,"Fermented and aged in six-year old wood for 24 months, this is a richly spicy wine. The wood is there to smell and taste, but it is the rich fruit that speaks. Yellow fruits are given weight by the mineral backdrop, while layers of acidity instill freshness. Drink this complex wine from 2022.",Cuvée Authentique Les Clos Grand Cru,97,76.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Pinson 2018 Cuvée Authentique Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Pinson,2018
44991,France,"This is a beautiful wine with elegant fruits that reflect a strong sense of minerality. It is crisp, although that is just a surface quality to a wine that has such depth. Toast flavors round out the intense fruits, giving a light spice and butter to this powerful wine. Drink from 2024.",Les Demoiselles,97,237.0,Burgundy,Chevalier-Montrachet,,Roger Voss,@vossroger,Louis Jadot 2019 Les Demoiselles  (Chevalier-Montrachet),Chardonnay,Louis Jadot,2019
44992,France,"With its great richness, the wine is opulent, generous and full of powerful fruits. The wood aging and the toastiness have done nothing to diminish the yellow fruit and crisp apple flavors. It's an impressive and concentrated wine that will age for many years. Drink from 2024.",,96,189.0,Burgundy,Bâtard-Montrachet,,Roger Voss,@vossroger,Louis Jadot 2019  Bâtard-Montrachet,Chardonnay,Louis Jadot,2019
44995,France,"Extra rich, ripe and round , this offers a full fruitiness that explodes in the mouth. Tannins and structure are all there, although the main thrust of this wine is the balance between this tension and the generous fruits that are developing. Drink from 2023.",Valmur Grand Cru,96,54.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Jean-Paul et Benoît Droin 2019 Valmur Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2019
44997,France,"All the Fèvre vines are at the top of this vineyard, giving very structured, long-lived wines. This is certainly an age-worthy wine, tightly coiled and nervy, with a strong mineral note at its heart. Lemon and quince flavors are caught up in the complex structure. Drink from 2024.",Les Clos Grand Cru,96,78.0,Burgundy,Chablis,,Roger Voss,@vossroger,William Fèvre 2019 Les Clos Grand Cru  (Chablis),Chardonnay,William Fèvre,2019
44999,France,"This wine has weight, richness and an intense texture and structure that brings tannins and a firm background to the generous yellow fruits, ripe apples and crisp green plums. The wine is still very young, needing several years. Drink from 2023.",Vaudésir Grand Cru,96,54.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Jean-Paul et Benoît Droin 2019 Vaudésir Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2019
45001,France,"From a vineyard that once belonged to the charitable Hospices de Chablis, this is a superrich wine for a Chablis, powered both by acidity and by beautiful ripe fruits. It is bright and tight in character, although it is the richness and the density of the wine that shows most strongly. Drink this powerful wine from 2024.",Les Clos Grand Cru Cuvée Clos des Hospices,96,89.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2019 Les Clos Grand Cru Cuvée Clos des Hospices  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2019
45003,France,"This wine brings out the structure inherent in this vineyard. Tensely textured with young fruits that have a touch of bitterness, the wine offers kiwi and green plum flavors given a more exotic character with some mango. It's a deeply structured wine that needs to age. Drink from 2022.",Les Clos Grand Cru,96,59.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Pinson 2019 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Pinson,2019
45053,France,"This exudes notes of ripe yellow fruits while keeping an edge of structure. It's fragrant, with a fine dense texture that brings out acidity and a caramel flavor. It has aging potential, so keep it for over three years.",Fourchaume Premier Cru,91,41.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2016 Fourchaume Premier Cru  (Chablis),Chardonnay,La Chablisienne,2016
45055,France,"The toast character lends a firm structure to this solid, rich wine. A spice note pairs well with the white plum and apricot fruit, and there is a sense that this needs to age for several years in order to bring out its richness and full potential.",Clos Rochette,91,37.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Faiveley 2016 Clos Rochette  (Mercurey),Chardonnay,Domaine Faiveley,2016
45058,France,"Opulent and ripe, this is full of sweet red fruit, with tannins that have absorbed into the fruit. The wood aging acts as support to the rich texture. It is developing well, but could certainly age for four years or more.",Château de Chamirey Les Cinq Premier Cru,91,65.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2015 Château de Chamirey Les Cinq Premier Cru  (Mercurey),Pinot Noir,Domaines Devillard,2015
45062,France,"This is firm, rich and closed, with the fruit showing potential richness under the tight exterior. Packed with notes of wood, spice and a taut texture, this is a wine to enjoy several years down the road. Age for at least five years.",Morgeot Premier Cru,91,70.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Henri de Villamont 2015 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Henri de Villamont,2015
45165,France,"Very soft, rounded wine, with yellow fruits, peaches and apricots vying with spice from wood for supremacy. At the heart, there is some steely character, but this is a big-hearted, full-on wine.",Les Fourneaux Premier Cru,90,47.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2012 Les Fourneaux Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre,2012
45178,France,"Open and soft, with rich, attractive flavors of caramel, milk custard and peaches. There is ripeness in abundance, followed by great intensity of flavor. Subtle wood underlies the wine.",,90,50.0,Burgundy,Mâcon-Verze,,Roger Voss,@vossroger,Domaine Leflaive 2012  Mâcon-Verze,Chardonnay,Domaine Leflaive,2012
45187,France,"The relatively unknown Côte de Léchet vineyard is on the southern bank of the Serein river, which gives it a cool exposure. The result in 2010 is a wine that is light, delicate, floating on fresh green fruits and honeyed toast. It needs food, with its crisp, fine finish.",Côte de Léchet Premier Cru,90,43.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2012 Côte de Léchet Premier Cru  (Chablis),Chardonnay,La Chablisienne,2012
45301,France,This is ripe and fruity with attractive red-fruit flavors and a touch of tannins to keep it all in place. The wine is soft with just a layer of tannin and plenty of red cherries at the end.,,88,22.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Louis Latour 2021  Marsannay,Pinot Noir,Louis Latour,2021
45303,France,"A round and generous wine, the pair of an equally rich red wine, this is full and ripely fruity. A soft, creamy texture underlines the broad fruitiness. The apple and melon fruit is softening and filling to give a delicious, ready-to-drink wine.",,88,21.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maison Jessiaume 2021  Bourgogne,Chardonnay,Maison Jessiaume,2021
45317,France,"Crisp and bright, this wine has retained plenty of acidity even in this ripe vintage. Attractive and spicy, it offers citrus fruits as well as apricots. Drink now.",Verchères,88,23.0,Burgundy,Viré-Clessé,,Roger Voss,@vossroger,Rijckaert 2021 Verchères  (Viré-Clessé),Chardonnay,Rijckaert,2021
45331,France,"Produced in a small, 1.5-acre vineyard, this wine is named after a Boissieu ancestor from the 18th century. It is a rich wine, beautifully perfumed and with a rich, lightly wooded texture that shines with yellow fruits and juicy acidity. It is still young and really should age. Drink from 2022.",Cuvée Jean-Jacques de Boissieu,93,40.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château de Lavernette 2019 Cuvée Jean-Jacques de Boissieu  (Pouilly-Fuissé),Chardonnay,Château de Lavernette,2019
45333,France,"From the southern part of Nuits-Saint-Georges, this small premier cru has produced a dark and structured wine with plenty of dry tannins that need to age. It is concentrated and firm, the tannins backed up by generous black-plum fruits. Drink this wine from 2022.",Chaînes Carteaux Premier Cru,93,59.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Albert Bichot 2020 Chaînes Carteaux Premier Cru  (Nuits-St.-Georges),Pinot Noir,Albert Bichot,2020
45334,France,"While this wine has generous swathes of ripe fruit, it also has plenty of the dark tannins that are found in the northern part of the appellation. It is dense in character, packed equally with concentrated tannins and with red-berry fruits. The wine will age well; drink from 2022.",Les Chabiots Premier Cru,93,75.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Albert Bichot 2020 Les Chabiots Premier Cru  (Chambolle-Musigny),Pinot Noir,Albert Bichot,2020
45336,France,"From the southern part of Nuits-St-Georges, this ripe while structured wine has considerable potential. With its acidity, intense red-berry flavors and a firm background of tannins, it is poised for long aging. The toasty character needs to integrate with the fruit. Drink this impressive wine from 2024.",Les Vaucrains Premier Cru,93,60.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Nicolas Potel 2020 Les Vaucrains Premier Cru  (Nuits-St.-Georges),Pinot Noir,Nicolas Potel,2020
45363,France,"This wine is fresh, crisp with acidity and an attractive zingy character. It has a lift and brightness along with hints of yellow fruits and a touch of spice.",,88,23.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Chanson Père et Fils 2020  Bourgogne,Chardonnay,Chanson Père et Fils,2020
45364,France,"This is a young, perfumed wine with attractive red fruits. While the wood is showing at the moment, that will fade as the wine develops, giving a fresh, raspberry-dominated wine. Drink from 2022.",,88,26.0,Burgundy,Givry,,Roger Voss,@vossroger,Chanson Père et Fils 2020  Givry,Pinot Noir,Chanson Père et Fils,2020
45365,France,"This wine is ripe, full of yellow fruits that are balanced with crisp acidity. That gives a balanced wine that is juicy, perfumed and rich. The aftertaste is equally attractive, showing lemon-zest flavor.",,88,23.0,Burgundy,Mâcon La Roche Vineuse,,Roger Voss,@vossroger,Chanson Père et Fils 2020  Mâcon La Roche Vineuse,Chardonnay,Chanson Père et Fils,2020
45500,France,"There is just a hint of the structure normally associated with the appellation. Otherwise, the wine is broad and soft with rounded berry and cherry flavors. It comes from vines on the flatter vineyards in the valley. It's a wine that will mature quickly. Drink from 2022.",Collection,88,40.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,L. Tramier & Fils 2021 Collection  (Nuits-St.-Georges),Pinot Noir,L. Tramier & Fils,2021
45838,France,"Soft and ripe, this is a fruity wine with apple and pear flavors that are lightly enhanced by the juicy, refreshing acidity. The finish is lively and fragrant. Screwcap.",,84,21.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Jean-Claude Boisset 2016  Bourgogne,Chardonnay,Jean-Claude Boisset,2016
45957,France,"With ripe fruits, this generous wine also has a great line of acidity. A touch of vanilla gives extra richness. At the same time, the balance with the fresh lemon flavors and ripe peaches is just right. Drink now.",,90,27.0,Burgundy,Pouilly-Loché,,Roger Voss,@vossroger,Cave des Grands Crus Blancs 2020  Pouilly-Loché,Chardonnay,Cave des Grands Crus Blancs,2020
45971,France,"Ripe and full in the mouth, this generous wine has yellow fruits and a warm, rich texture. Flavors of freshness flow right through the wine. Balanced and smooth at the end, it is ready to drink.",,90,26.0,Burgundy,Mâcon-Davayé,,Roger Voss,@vossroger,Domaine de la Croix Senaillet 2019  Mâcon-Davayé,Chardonnay,Domaine de la Croix Senaillet,2019
46117,France,"Dominated by its toasty wood flavors, this is a wine still under development. It has weight, the fruit offering great potential richness. Spice, lime fruits and a firm, steely core all promise to come together into a fine wine in five years.",Champ Gain,93,91.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Olivier Leflaive 2015 Champ Gain  (Puligny-Montrachet),Chardonnay,Olivier Leflaive,2015
46123,France,"With its initial toast flavors, this is a wine that is made for aging. It has weight and opulence to go with the structure and sweet fruits. The peaches combine with citrus in a delicious counterpoint to the structure. Age for 3–4 years.",Genevrières,92,86.0,Burgundy,Meursault,,Roger Voss,@vossroger,Pierre André 2015 Genevrières  (Meursault),Chardonnay,Pierre André,2015
46128,France,"Very mineral textured wine, speaking of limestone soil. It balances a toasty, smoky character against the ripest green and yellow fruits. The citrus lends its acidity to tighten up a finely structured, ageworthy wine.",Morgeot Premier Cru,92,90.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Château de la Crée 2014 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Château de la Crée,2014
46130,France,"A perfumed wine that smells and tastes mature. While it still has some sweet strawberry fruit, secondary flavors of coffee, toast and mature acidity dominate. It is not likely to improve much with further keeping, but is a delectable Pinot Noir now.",Clos de Vougeot,92,520.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Domaine Henri Rebourseau 2006 Clos de Vougeot  (Clos de Vougeot),Pinot Noir,Domaine Henri Rebourseau,2006
46131,France,"While having the richness of the vintage, this wine also has all the steely minerality of Chablis. Its acidity goes in a crisp line from the yellow and white fruits to the wood. Still young, give the wine another 3–4 years. Screwcap.",Les Fourchaumes Vieilles Vignes,92,55.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2015 Les Fourchaumes Vieilles Vignes  (Chablis),Chardonnay,Domaine Laroche,2015
46132,France,"A young wine, its fruit only just settling with the fine acidity and intense texture. The potential is all there, from the wood-aged character to the freshest acidity to the rich peach and green plum flavors. The texture gives the wine a final tang. Screwcap.",Les Vaudevey,92,48.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2015 Les Vaudevey  (Chablis),Chardonnay,Domaine Laroche,2015
46136,France,"A mineral and ripe wine, full of yellow fruits along with a tight, steely texture. The combination gives the wine structure and richness, offering ripe complexity and the potential to age.",Les Vieux Murs,92,41.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Jacques Charlet 2015 Les Vieux Murs  (Pouilly-Fuissé),Chardonnay,Jacques Charlet,2015
46296,France,"This has weight and ripe plum and damson flavors that are now integrating into the tannins. It's worth aging for a few years, but it is already enjoyable.",Vieilles Vignes,89,52.0,Burgundy,Côtes de Nuits Villages,,Roger Voss,@vossroger,Domaine de Bellene 2016 Vieilles Vignes  (Côtes de Nuits Villages),Pinot Noir,Domaine de Bellene,2016
46298,France,"Although this has a rustic edge, this is an attractive, ripe and red-fruited wine. It has a rich, jammy quality that combines with the dry tannins. The finish is dense and firm. Enjoy this now, or wait for three years.",Les Grandes Vignes Premier Cru,89,37.0,Burgundy,Givry,,Roger Voss,@vossroger,Jaffelin 2015 Les Grandes Vignes Premier Cru  (Givry),Pinot Noir,Jaffelin,2015
46299,France,"This full-bodied wine demonstrates the jammy side of Volnay. It is rich and dense, and it has a delicious berry flavor. In the process of all this generosity, the tannins are lost, so drink it over the next few years.",Collection Premier Cru,89,65.0,Burgundy,Volnay,,Roger Voss,@vossroger,L. Tramier & Fils 2016 Collection Premier Cru  (Volnay),Pinot Noir,L. Tramier & Fils,2016
46324,France,"Made from old vines, this ripe and concentrated wine is smooth and creamy. Good acidity balances the rich fruits, giving flavors of apples, pears and apricots cut by a line of citrus. The wine is ready to drink, although it will be better from 2021.",Les Grands Vignes,88,25.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Chenevières 2020 Les Grands Vignes  (Chablis),Chardonnay,Domaine Chenevières,2020
46517,France,"A full-bodied wine, with some vanilla from light wood aging, rounded white fruits and a smooth texture. Touches of spice give extra interest to this fruity, open wine that is ready to drink.",Blanc,87,26.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Evening Land 2017 Blanc  (Bourgogne),Chardonnay,Evening Land,2017
46538,France,"A cool wine, full of citrus as well as green apple flavors. The wine is bright, crisp and refreshing in its acidity. Almonds and white fruits add to the attractive mix.",,87,21.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,Nuiton-Beaunoy 2017  Bourgogne Hautes Côtes de Beaune,Chardonnay,Nuiton-Beaunoy,2017
46539,France,"Structured and fruity, this is a wine that shows the delicate perfumed character of the Hautes Côtes. The wine has bright raspberry fruits, balanced acidity and just the right amount of structure for aging for a year.",Les Dames Huguettes,87,23.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Nuiton-Beaunoy 2017 Les Dames Huguettes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Nuiton-Beaunoy,2017
46544,France,This soft and gentle wine doesn't show great character. Wood and yellow fruits appear timidly through the rounded texture. Drink now and until 2020.,Fourchaume Premier Cru,85,34.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vrignaud 2018 Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine Vrignaud,2018
46547,France,"Fruity and lightly herbaceous, this is a crisp wine. Gooseberry and pink grapefruit flavors are rounded out with a fresh apricot and tightened with minerality. It's ready to drink.",,85,15.0,Burgundy,Saint-Bris,,Roger Voss,@vossroger,La Chablisienne 2019  Saint-Bris,Sauvignon Blanc,La Chablisienne,2019
46549,France,"Bright and vivid, this crisp wine is made without oak. It is all fruitiness, crisp apples and grapefruit, with a tangy orange zest texture. It's ready to drink.",,85,15.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Louis Jadot 2019  Mâcon-Villages,Chardonnay,Louis Jadot,2019
46553,France,"Lively, fresh and packed with sweet red fruits, this is a crisp and clean Crémant. Its acidity acts like a knife, bringing out the fresh wild strawberry flavors and aromatic aftertaste.",Brut Rosé,85,45.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Cave de Bissey NV Brut Rosé  (Crémant de Bourgogne),Sparkling Blend,Cave de Bissey,
46557,France,"This attractive and fruity wine from the Côte Chalonnaise has ripe melon and sliced pear flavors along with orange zest. Full and rounded, it's ready to drink.",Buissonnier,85,20.0,Burgundy,Montagny,,Roger Voss,@vossroger,Vignerons de Buxy 2018 Buissonnier  (Montagny),Chardonnay,Vignerons de Buxy,2018
46561,France,Red fruits show strongly in this crisp and lightly tannic wine. A bitter edge spoils the purity of the fruitiness and leaves a dry taste in the mouth. The aftertaste brings back the freshness.,Brut Rosé,85,39.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Brut Rosé  (Crémant de Bourgogne),Pinot Noir-Gamay,Bailly-Lapierre,
46567,France,"A light-colored wine, this reflects the cool character of the Hautes Côtes. The result is a wine that's stalky, fruity and layered with acidity. It has a lightly strawberry, juicy aftertaste. Drink from 2019.",Les Dames Huguettes,85,30.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2018 Les Dames Huguettes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter,2018
46578,France,"There is a lot of power in this wine. It has great weight and richness and an intense structure. Hanging from the frame of the wine are dark plum fruits, layers of wood, sweet spice, complex acidity and dry tannins. Age for 6–7 years.",Les Cazetiers Premier Cru,92,89.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaine Faiveley 2015 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Faiveley,2015
46583,France,"Very structured, as befits a Vosne-Romanée, even a village wine. The black cherry fruit and layered acidity are combined with a firm and dry tannic core. There is power here, and some aging potential.",,92,59.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Louis Jadot 2015  Vosne-Romanée,Pinot Noir,Louis Jadot,2015
46751,France,"Butter, pain grillé and roasted nut aromas expand on the palate into honey, peach and tangerine flavors, accented by citrus and mineral notes. Spicy (white peppery) on the finish.",Morgeot,89,78.0,Burgundy,Chassagne-Montrachet,,,,Louis Latour 2006 Morgeot  (Chassagne-Montrachet),Chardonnay,Louis Latour,2006
46762,France,"California comes to Burgundy in this wine, which features aromas of toast, caramel and butterscotch and flavors of buttered baked apples. Lush and obvious; even shows a bit of California-esque heat on the finish.",Goutte d'Or Premier Cru,88,81.0,Burgundy,Meursault,,,,Louis Latour 2006 Goutte d'Or Premier Cru  (Meursault),Chardonnay,Louis Latour,2006
46771,France,"This is a big, bold wine with scents of ripe pear and a hint of anise. The fruit seems to grow and add dimension in the mouth, featuring pears and peaches that are topped off with a dollop of spicy oak and butter.",Les Chenevottes,88,72.0,Burgundy,Chassagne-Montrachet,,,,Louis Latour 2006 Les Chenevottes  (Chassagne-Montrachet),Chardonnay,Louis Latour,2006
47106,France,"Almost honeyed in its richness, this is a ripe and rounded wine. A touch of toastiness brings out the apricot and peach flavors along with the rich acidity and soft texture. It's a wine to age, with its fruit and structure still coming into balance. Drink from 2021.",Les Brûlés,91,54.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château de Fuissé 2019 Les Brûlés  (Pouilly-Fuissé),Chardonnay,Château de Fuissé,2019
47383,France,"From one of the small wine areas close to Chablis, this delicious, steely, crisp wine has fine acidity and a tight texture. It's cool, fresh and refreshing with a light, dancing aftertaste.",Vézelay,87,22.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2018 Vézelay  (Chablis),Chardonnay,Simonnet-Febvre,2018
47616,France,"Taut, tannic and nervy, this has red currant fruit that gives a crisp sensation to this tight, precise wine. Give it a year to soften.",,87,28.0,Burgundy,Rully,,Roger Voss,@vossroger,Joseph Drouhin 2016  Rully,Pinot Noir,Joseph Drouhin,2016
47618,France,"Warm and ripe, this has yellow fruits that contrast with the freshness of crisp apples. There is a light touch of minerality, although the essence of the wine is its fruitiness.",,87,26.0,Burgundy,Pouilly-Vinzelles,,Roger Voss,@vossroger,Louis Latour 2016  Pouilly-Vinzelles,Chardonnay,Louis Latour,2016
47876,France,"Ripe and fruity, but also structured, this has fine acidity with a hint of wood. The main thrust of the wine is its raspberry, plum and damson fruits. The finish has a lively feel.",,88,64.0,Burgundy,Côte de Beaune-Villages,,Roger Voss,@vossroger,Olivier Leflaive 2016  Côte de Beaune-Villages,Pinot Noir,Olivier Leflaive,2016
47884,France,"Soft and rounded, this has apple and peach fruits, with a lemon zest texture. The acidity is a refreshing counterweight to the smooth character.",La Sereine,88,27.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2015 La Sereine  (Chablis),Chardonnay,La Chablisienne,2015
48019,France,"This wine has structure and strong old-wood flavors. It comes from the most southerly Premier Cru in the Côte de Beaune, close to the Chalonnaise vineyards. The fruit is still working its way through the tannins of this firm wine. It will have a juicy red-berry character as it develops, giving the potential for aging. Drink from 2022.",Clos Rousseau Premier Cru,87,25.0,Burgundy,Santenay,,Roger Voss,@vossroger,Labouré-Roi 2020 Clos Rousseau Premier Cru  (Santenay),Pinot Noir,Labouré-Roi,2020
48048,France,"Wood-influenced aromas set the scene, with the wine's toast character partnered with ripe red fruits and taut acidity. It needs at least three years to balance out.",Les Ecusseaux Premier Cru,87,44.0,Burgundy,Auxey-Duresses,,Roger Voss,@vossroger,Domaine Jessiaume 2015 Les Ecusseaux Premier Cru  (Auxey-Duresses),Pinot Noir,Domaine Jessiaume,2015
48170,France,"From a parcel of vines in the Meursault village appellation, this attractive, soft wine has ripe grapefruit and pear flavors to go with the crisp acidity and the lightest touch of wood. Drink from 2019.",Les Clous,90,48.0,Burgundy,Meursault,,Roger Voss,@vossroger,Bouchard Père & Fils 2017 Les Clous  (Meursault),Chardonnay,Bouchard Père & Fils,2017
48172,France,"From a five-acre vineyard, the wine has some clean steeliness layered with ripe citrus and white fruits. Acidity brings out apple and crisp pear skin flavors. Drink this immaculate wine from 2019.",Clos Varambon,90,33.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château des Rontets 2017 Clos Varambon  (Pouilly-Fuissé),Chardonnay,Château des Rontets,2017
48174,France,"Full of ripe, tropical fruit flavor, the wine is already generous. Apricot and mango come through the fresh acidity, giving both richness and a more textured edge. It is ready to drink, but by 2019 will be even better.",Tradition,90,26.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Collovray et Terrier 2018 Tradition  (Saint-Véran),Chardonnay,Collovray et Terrier,2018
48184,France,"From a small parcel at the base of the hill of Beaune, this is a delicious wine with a touch of vanilla. It is rounded, smooth and rich, bringing out both fruit and toasty wood flavors that are integrated well. Drink from 2020.",Clos Saint-Désiré,90,40.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Latour 2017 Clos Saint-Désiré  (Beaune),Chardonnay,Louis Latour,2017
48185,France,"Firm in its tannins and with a sense of power, this full-bodied wine has great fruit, along with wood and licorice flavors. This complex and fruity, wine is generous and ready to age. Drink from 2021.",Les Damodes Premier Cru,90,65.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Louis Latour 2017 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Latour,2017
48212,France,"Darkly textured wine, the black berry fruits show firmness as well as acidity and a dry core. This will age well, its tannins pushing the weight forward. It is an impressive wine, with the acidity of 2012, while also having powerful structure.",,93,195.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Domaine des Perdrix 2014  Echézeaux,Pinot Noir,Domaine des Perdrix,2014
48265,France,"A very vibrant, lively wine, all mineral and fresh acidity. There is some austerity  as the fruit still needs to round out; but it promises to develop well, with delicious green apple and grapefruit flavors. Keep this for 3–4 years.",Domaine Long-Depaquit Les Vaucopins Premier Cru,92,50.0,Burgundy,Chablis,,Roger Voss,@vossroger,Albert Bichot 2011 Domaine Long-Depaquit Les Vaucopins Premier Cru  (Chablis),Chardonnay,Albert Bichot,2011
48270,France,"Grapefruit and other citrus fruits come through the rich fruit. There is power and crispness here, along with a sense of structure from the mineral, flinty character that underlies the fruit. Hold for for 3–4 years.",Montée de Tonnerre Premier Cru,92,50.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2011 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre,2011
48272,France,"A beautiful wine that floats its minerality, white flower aromas and white currant fruits over a foundation of toast. Freshness dominates this crisp wine, with intensity to finish.",Séchet Premier Cru,92,62.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vincent Dauvissat 2011 Séchet Premier Cru  (Chablis),Chardonnay,Domaine Vincent Dauvissat,2011
48282,France,"A solid, firmly structured, mineral wine, buoyed up by wood. It is very intense, nervous, just poised between richness and power. The yellow fruits, green plum skin acidity and the grapefruit crispness all blend well together.",Les Clos Grand Cru,92,115.0,Burgundy,Chablis,,Roger Voss,@vossroger,Pascal Bouchard 2010 Les Clos Grand Cru  (Chablis),Chardonnay,Pascal Bouchard,2010
48286,France,"La Chablisienne vinifies this portion of Fourchaume premier cru separately, regarding it as almost grand cru in power. It is certainly a concentrated wine, very ripe, but lined with citrus acidity, crispness and structure. At the end, though, the richness comes out.",Vaulorent Premier Cru,92,52.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2011 Vaulorent Premier Cru  (Chablis),Chardonnay,La Chablisienne,2011
